node_id,betweenness,pagerank,network_community_id,semantic_cluster_id,top_keywords,neighbor_consistency
77th Grand Battalion,1.0540305649699649e-06,0.0001668054635358395,0,5,"honfler, custodes, denial, magron, loyalists",0.6843771934509277
Kyr Vhalen,6.635601511288187e-05,0.0001650504526636393,0,8,"honsou, meduson, clan, warsmith, cain",0.6189507246017456
Zhinnon,6.635601511288187e-05,0.00012852827673866656,0,5,"honfler, custodes, denial, magron, loyalists",0.6042724847793579
Aan Kolver,0.0,5.7403167991312944e-05,1,8,"honsou, meduson, clan, warsmith, cain",0.5578249096870422
Ferrus Manus,0.005373146300432249,0.005115333150033859,1,6,"fulgrim, perturabo, dorn, m30, curze",0.6142659783363342
Shadrak Meduson,0.003844009477602548,0.002275061049013505,1,8,"honsou, meduson, clan, warsmith, cain",0.4773781895637512
Abasi Amun,2.8541609803436303e-05,0.00014455595206950894,2,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5504393577575684
Appollus,0.0005369303187093573,0.0004093364490898147,2,3,"rafen, arkio, baal, sanguinius, mephiston",0.5452762842178345
Sanguinius,0.026659604135638656,0.009480491126844213,2,6,"fulgrim, perturabo, dorn, m30, curze",0.5777345299720764
Abat,0.0,0.00017644122421798714,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.6101275682449341
Brostin,0.0005667926111261397,0.0003856556961930686,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.5831245183944702
Wheln,0.00014985300992896233,0.000215020736732896,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.5530268549919128
Abdaziel Magron,0.00044680780677738765,0.0001690275583100614,4,5,"honfler, custodes, denial, magron, loyalists",0.6046090126037598
Zhebdek Abaddas,2.2551373526169852e-05,0.00012934000623301232,4,11,"luther, astelan, lion, caliban, jonson",0.6186391711235046
Lion El'Jonson,0.023787795003443343,0.008936567821394539,4,6,"fulgrim, perturabo, dorn, m30, curze",0.5715785026550293
Abdemon,1.2190728361377827e-06,5.9908732711021816e-05,1,5,"honfler, custodes, denial, magron, loyalists",0.5411857962608337
Fulgrim,0.014873448769512857,0.0077032586500010375,1,6,"fulgrim, perturabo, dorn, m30, curze",0.5329857468605042
Abdulias Anwar,0.0,8.397266322995822e-05,5,1,"necromunda, helmawr, kal, gerontius, haera",0.5345531702041626
Volquan Sark,0.0,8.397266322995822e-05,5,9,"khan, huron, sabbat, telomane, sek",0.6171196699142456
Drakan Vangorich,0.0013918537729152363,0.0016432044374338568,5,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.4882335364818573
Koorland,0.005434662791365998,0.002280470713079762,5,6,"fulgrim, perturabo, dorn, m30, curze",0.6140667796134949
Udin Macht Udo,0.0009561390127933902,0.0009038834891234208,5,7,"sicarius, titus, calgar, macragge, ventanus",0.6039482951164246
Helad Gibran,1.3907920019774329e-05,0.00011559672867917333,5,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5652951598167419
Abel Tonnhauser,0.00013338277694892648,9.987660703150726e-05,5,15,"cain, cadian, armageddon, drinkers, yarrick",0.6488971710205078
Rucka,9.582096045181499e-08,9.987660703150726e-05,5,15,"cain, cadian, armageddon, drinkers, yarrick",0.5258835554122925
Ko'tan Kadai,0.0006465605066086512,0.0005051485764847812,5,15,"cain, cadian, armageddon, drinkers, yarrick",0.40970414876937866
Abel Verreault,0.0,5.7403167991312944e-05,5,15,"cain, cadian, armageddon, drinkers, yarrick",0.5829362869262695
Heth,0.0,0.00028073876250230505,5,9,"khan, huron, sabbat, telomane, sek",0.6271260380744934
Lansung,0.0006320926517915973,0.0009589944506085762,5,7,"sicarius, titus, calgar, macragge, ventanus",0.5983498692512512
Maximus Thane,0.0035916336601277818,0.0015336026562118798,5,6,"fulgrim, perturabo, dorn, m30, curze",0.5035756230354309
Tobris Ekharth,1.2981673250141563e-05,0.00028876473303999687,5,9,"khan, huron, sabbat, telomane, sek",0.5582024455070496
Oskar Lowis,0.0,6.350421058551826e-05,5,10,"style, khan, sarro, salamanders, kor",0.4023556113243103
Abel Zorael,0.00026753212158146745,0.00041013741308126796,2,3,"rafen, arkio, baal, sanguinius, mephiston",0.5923604369163513
Ka'Bandha,0.0013253179145739692,0.0016898824320671127,2,3,"rafen, arkio, baal, sanguinius, mephiston",0.48193708062171936
Francesi Castigon,9.582096045181499e-08,0.00023161488324225082,2,3,"rafen, arkio, baal, sanguinius, mephiston",0.47256168723106384
Abelard Werserian,0.0,0.00020293853612371026,6,5,"honfler, custodes, denial, magron, loyalists",0.8511465787887573
Theodora von Valancius,0.0007983323320042966,0.00048131638435004905,6,5,"honfler, custodes, denial, magron, loyalists",0.5507127642631531
Abhani Lus Mohana,0.00026532823949107574,0.00021740877545778342,7,14,"sisters, sororitas, aleya, adepta, saint",0.7380720973014832
Esha Ani Mohana,0.0018350292879667721,0.0002201533623342219,7,14,"sisters, sororitas, aleya, adepta, saint",0.6054074168205261
Terent Harrtek,0.000542307850612472,0.00017673681753997448,7,0,"heht, phoenix, yriel, craftworld, iyanden",0.7271513938903809
Mohana Mankata VI,0.0,0.00015652363471787295,7,14,"sisters, sororitas, aleya, adepta, saint",
Abraham Vinculus,0.00017569643603623311,0.000225164241185339,8,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.6168708205223083
Ludoldus,0.00155573490142274,0.0005204231683125844,8,2,"templars, sigismund, sabbat, saint, creed",0.43260547518730164
Jasmine,0.0,0.00012159514271541875,8,14,"sisters, sororitas, aleya, adepta, saint",0.5847703218460083
Edwin Savaul,3.2419424952864076e-06,0.00043861325861234207,8,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.6492802500724792
Abraxas,0.0,7.280685150286566e-05,9,9,"khan, huron, sabbat, telomane, sek",0.5277628898620605
Ambrose Caradoc,0.0,0.0001824990758530111,9,2,"templars, sigismund, sabbat, saint, creed",
Abraxes,0.000940466103787255,0.0007552319641049401,10,0,"heht, phoenix, yriel, craftworld, iyanden",0.5005670189857483
Sarpedon,0.00636645641865072,0.0010181445824168057,10,15,"cain, cadian, armageddon, drinkers, yarrick",0.5963287949562073
Sasia Koraloth,0.001964159680284195,0.0011998096151250633,10,14,"sisters, sororitas, aleya, adepta, saint",0.6161896586418152
El'Hirn,0.00017762012035752117,0.00041734420622926695,10,0,"heht, phoenix, yriel, craftworld, iyanden",0.7155688405036926
Abrial Shard,0.0,9.987660703150726e-05,11,0,"heht, phoenix, yriel, craftworld, iyanden",0.5122969746589661
Baldarun,0.0,9.987660703150726e-05,11,8,"honsou, meduson, clan, warsmith, cain",0.47976723313331604
Apocalypse (Death Cult Assassin),0.0,0.0004565057141550109,11,10,"style, khan, sarro, salamanders, kor",
Absalom Angevin,0.0,0.00014505825856544737,12,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5355662107467651
Commodus Voke,0.0006381549988006739,0.0007270795902096061,12,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5655112266540527
Pontius Glaw,0.00036712823592519197,0.0007791731148531013,12,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.37031090259552
Absolom Raithe,2.0601506497140223e-06,0.0003334582439404413,13,1,"necromunda, helmawr, kal, gerontius, haera",0.3578377068042755
Sycorax (Callidus Assassin),0.0021437384675481556,0.00041145237797822384,13,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.4288015365600586
Avaaris Koln,0.0,0.00018436495923446932,13,10,"style, khan, sarro, salamanders, kor",0.39349082112312317
Lucien Yavarius-Khau,0.0,0.0005563983197124776,13,2,"templars, sigismund, sabbat, saint, creed",
Linoleus Rakkan,0.0008059341282001405,0.00033935856317532864,13,14,"sisters, sororitas, aleya, adepta, saint",0.6827358603477478
Symphonia Dask,0.0,0.00018436495923446932,13,14,"sisters, sororitas, aleya, adepta, saint",0.44543564319610596
Acastia,0.0,9.987660703150726e-05,7,15,"cain, cadian, armageddon, drinkers, yarrick",0.6679874062538147
Caradoc (House Vyronii),0.0,9.987660703150726e-05,7,14,"sisters, sororitas, aleya, adepta, saint",0.6217999458312988
Achellus,7.985080037651249e-08,9.987660703150726e-05,14,7,"sicarius, titus, calgar, macragge, ventanus",0.6578265428543091
Ardias (Red Templars),0.0,0.0003159800376373921,14,10,"style, khan, sarro, salamanders, kor",
Mito,0.0,0.0001486849477851497,14,5,"honfler, custodes, denial, magron, loyalists",
Larynz,7.985080037651249e-08,9.987660703150726e-05,14,7,"sicarius, titus, calgar, macragge, ventanus",0.6344912052154541
Pereduz,7.665676836145199e-07,9.987660703150726e-05,14,9,"khan, huron, sabbat, telomane, sek",0.551878809928894
Ackenvol,0.0,8.084268143844449e-05,15,15,"cain, cadian, armageddon, drinkers, yarrick",0.632388174533844
Quintus (Tech Priest),0.0005354475270047421,0.002322946293383445,15,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.9255480766296387
Kernax Voldorius,0.0016796902858644774,0.0006944846988868333,15,9,"khan, huron, sabbat, telomane, sek",0.43810781836509705
Morkis,1.5331353672290399e-06,0.0001653339266886579,15,15,"cain, cadian, armageddon, drinkers, yarrick",0.7026304602622986
Ackolon,0.0003354997592785391,0.00010641246104745492,8,15,"cain, cadian, armageddon, drinkers, yarrick",0.6666808128356934
Ezekial Yesod,0.00047509491363075754,0.0004958347896457037,8,9,"khan, huron, sabbat, telomane, sek",0.6384543180465698
Dorner,0.0,0.00013142304734651885,8,2,"templars, sigismund, sabbat, saint, creed",0.6466642618179321
Gerard,0.0,0.00013142304734651885,8,2,"templars, sigismund, sabbat, saint, creed",0.6838124990463257
Mathias Vlain,0.0001110934305221372,0.00020243069494968777,8,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.6931785941123962
Helbrecht,0.004605918198848604,0.0022772364026559595,8,2,"templars, sigismund, sabbat, saint, creed",0.4966265857219696
Adallus,8.575957533884679e-07,0.00013517272349932732,4,7,"sicarius, titus, calgar, macragge, ventanus",0.48418891429901123
Krukesh,0.0004255003204206035,0.00040942760266808186,4,6,"fulgrim, perturabo, dorn, m30, curze",0.6515780091285706
Kellenkir,0.0005434415306801641,0.00027451307380655727,4,9,"khan, huron, sabbat, telomane, sek",0.6262648701667786
Adamara Rassilo,0.00023708180395043025,0.0002238422099197716,16,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5242385268211365
Emperor of Mankind,0.0733790202007017,0.012920945018452827,17,6,"fulgrim, perturabo, dorn, m30, curze",0.5023375749588013
Navradaran,0.001797544554625359,0.0004658687052275525,16,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.4935596287250519
Erasmus Crowl,0.0008767693492984672,0.0003954510134911037,16,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5683817863464355
Adelard,0.0001329036721466674,0.0003550477343004188,8,2,"templars, sigismund, sabbat, saint, creed",0.530513346195221
Brusc,0.0003983277325981949,0.0003279505512079353,8,2,"templars, sigismund, sabbat, saint, creed",0.49115198850631714
Cantus Maxim Gloria,0.0,0.00027891240466256076,8,2,"templars, sigismund, sabbat, saint, creed",0.5198564529418945
Adelbert,2.8746288135544497e-07,0.0001807804623750295,1,2,"templars, sigismund, sabbat, saint, creed",0.2692762315273285
Dorn (Dreadnought),0.0,0.0022396174917460477,1,10,"style, khan, sarro, salamanders, kor",
Adelmo,0.0,5.7403167991312944e-05,18,7,"sicarius, titus, calgar, macragge, ventanus",0.5937526822090149
Tatianus,0.0,0.00010147112312286334,18,7,"sicarius, titus, calgar, macragge, ventanus",0.5834750533103943
Ortan Cassius,0.002558727577054887,0.0004607586320665212,18,7,"sicarius, titus, calgar, macragge, ventanus",0.652686595916748
Vael Donatus,2.7987327309423717e-05,9.807678528601501e-05,18,7,"sicarius, titus, calgar, macragge, ventanus",0.6159310936927795
Adrastia,1.9164192090362999e-07,9.870780833651975e-05,19,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.5169878005981445
Castor (Lord General),4.728803888110518e-05,9.937090002521892e-05,19,15,"cain, cadian, armageddon, drinkers, yarrick",0.45760565996170044
Azariah Kyras,0.0019367758943471141,0.0010615705555344073,19,3,"rafen, arkio, baal, sanguinius, mephiston",0.6101015210151672
Adrax Agatone,0.0001982203125134113,9.990622784658326e-05,5,6,"fulgrim, perturabo, dorn, m30, curze",0.5895295143127441
Vulkan,0.017855253484269897,0.006570980497716768,5,6,"fulgrim, perturabo, dorn, m30, curze",0.5484927892684937
Adrian Iden,0.0,5.7403167991312944e-05,0,15,"cain, cadian, armageddon, drinkers, yarrick",0.301724910736084
Demetrian Titus,0.006600889259923334,0.001316525232027062,0,7,"sicarius, titus, calgar, macragge, ventanus",0.5453094244003296
Sevastus Acheran,0.0003567947518987079,0.00029134319815577153,0,7,"sicarius, titus, calgar, macragge, ventanus",0.793992817401886
Adrix,0.0,0.00018114593338980638,0,8,"honsou, meduson, clan, warsmith, cain",0.6933467984199524
Raphael (Intercessor),0.0,0.00018114593338980638,0,3,"rafen, arkio, baal, sanguinius, mephiston",0.6739361882209778
Maximus (Sergeant),0.0,0.00018114593338980638,0,7,"sicarius, titus, calgar, macragge, ventanus",0.7155562043190002
Vorne,0.0,0.00018114593338980638,0,8,"honsou, meduson, clan, warsmith, cain",0.668716311454773
Lukas (Intercessor),0.0,0.00018114593338980638,0,12,"russ, ragnar, fenris, bjorn, grimnar",0.7198841571807861
Adronitus,0.0,5.7403167991312944e-05,20,5,"honfler, custodes, denial, magron, loyalists",0.47204384207725525
Roboute Guilliman,0.09298053081383782,0.016313756196482246,20,6,"fulgrim, perturabo, dorn, m30, curze",0.49702003598213196
Cypher,0.007689780109938358,0.003554893166268381,4,6,"fulgrim, perturabo, dorn, m30, curze",0.5168618559837341
Aedir,0.0,5.7403167991312944e-05,21,9,"khan, huron, sabbat, telomane, sek",0.49333566427230835
Magnus (Inquisitor),0.0,0.00469143535533289,21,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",
Njal Stormcaller,0.001408101771260113,0.0005687928974896115,21,12,"russ, ragnar, fenris, bjorn, grimnar",0.4847211539745331
Aegir (Grey Knights),0.0,0.00014518604015991747,12,9,"khan, huron, sabbat, telomane, sek",0.4966810345649719
Anahk'hir,0.0005593346901983099,0.00025373089641236537,12,9,"khan, huron, sabbat, telomane, sek",0.5228465795516968
Ael Wyntor,0.0,0.0005867665614298276,17,0,"heht, phoenix, yriel, craftworld, iyanden",0.47792983055114746
Malcador the Sigillite,0.021303248143867932,0.005626930785937671,17,6,"fulgrim, perturabo, dorn, m30, curze",0.47384408116340637
Aelos,6.333607007420001e-07,0.00018407245005263513,22,9,"khan, huron, sabbat, telomane, sek",0.6114716529846191
Graucis Telomane,0.000724467740129888,0.0009088596447777715,22,9,"khan, huron, sabbat, telomane, sek",0.5741562247276306
Taremar Aurellian,0.0012001663434010209,0.0006029517810273062,22,15,"cain, cadian, armageddon, drinkers, yarrick",0.2977900803089142
Angron,0.03474408597347295,0.010095034853524882,22,6,"fulgrim, perturabo, dorn, m30, curze",0.5207370519638062
Aeonid Thiel,0.0037004866578062992,0.001614538341119791,20,7,"sicarius, titus, calgar, macragge, ventanus",0.5126401782035828
Marius Gage,0.0006012153174897761,0.000728223773509737,20,7,"sicarius, titus, calgar, macragge, ventanus",0.6484565734863281
Kor Phaeron,0.009610998108190957,0.0023512582423217115,20,6,"fulgrim, perturabo, dorn, m30, curze",0.454049676656723
Remus Ventanus,0.006853114239097306,0.0010799619905301236,0,7,"sicarius, titus, calgar, macragge, ventanus",0.5752626061439514
Aerim Lur,0.0,0.00014428898385496677,1,5,"honfler, custodes, denial, magron, loyalists",0.7292174696922302
Honfler,0.0013335403066079092,0.0002457257624886625,1,5,"honfler, custodes, denial, magron, loyalists",0.7187543511390686
N'nkono Emba,0.0,0.00014428898385496675,1,5,"honfler, custodes, denial, magron, loyalists",0.6943536996841431
Tamos Roch,0.00046564195731559494,0.00018472840895993964,1,5,"honfler, custodes, denial, magron, loyalists",0.6662547588348389
Aerion Mersaror,0.0,5.7403167991312944e-05,20,7,"sicarius, titus, calgar, macragge, ventanus",0.4644273817539215
Aeska Brokenlip,0.0001359820265586392,0.0002519746901064992,21,12,"russ, ragnar, fenris, bjorn, grimnar",0.7374998331069946
Ogvai Ogvai Helmschrot,0.0005568944833903853,0.00030986665945144604,21,12,"russ, ragnar, fenris, bjorn, grimnar",0.584979236125946
Aethon Shaan,0.0032071300739923295,0.0002604376199655065,0,6,"fulgrim, perturabo, dorn, m30, curze",0.5201823711395264
Corvus Corax,0.006682703354637334,0.0015745036959372888,23,6,"fulgrim, perturabo, dorn, m30, curze",0.5546621084213257
Kayvaan Shrike,0.00323238231558538,0.0004976113621048083,15,6,"fulgrim, perturabo, dorn, m30, curze",0.5451446175575256
Ardaric Vaanes,0.0034573941016148796,0.0003605600000386408,0,9,"khan, huron, sabbat, telomane, sek",0.5495476722717285
Honsou,0.006040689250328221,0.001353170093780778,0,8,"honsou, meduson, clan, warsmith, cain",0.5421796441078186
Tarentus (Chaplain),0.0,0.0008762232909200523,0,7,"sicarius, titus, calgar, macragge, ventanus",
Uriel Ventris,0.011180285774554275,0.0018378500717118997,0,7,"sicarius, titus, calgar, macragge, ventanus",0.5289046764373779
Namira Suzaku,0.0,0.00013261869236199663,0,10,"style, khan, sarro, salamanders, kor",0.39358434081077576
Selenus,0.00028385189150148885,0.00012895820686451674,0,7,"sicarius, titus, calgar, macragge, ventanus",0.5654025077819824
M'kar,0.00396169831573532,0.0006830090649434918,0,6,"fulgrim, perturabo, dorn, m30, curze",0.442152202129364
Corvin Severax,0.0,0.0001483668573466281,15,9,"khan, huron, sabbat, telomane, sek",0.6246746778488159
Aetian Keltos,0.0001328078511862156,9.302131302809752e-05,20,2,"templars, sigismund, sabbat, saint, creed",0.688282310962677
Markos Lukion,0.0,0.00011938928719453377,20,10,"style, khan, sarro, salamanders, kor",
Gianos Raksis,0.0,8.377114215774922e-05,20,2,"templars, sigismund, sabbat, saint, creed",0.7111853361129761
Akilios Zanaris,0.0002654240604515275,8.377114215774922e-05,20,2,"templars, sigismund, sabbat, saint, creed",0.48274126648902893
Aez'ashya,0.0,9.64248452429736e-05,24,0,"heht, phoenix, yriel, craftworld, iyanden",0.7290444374084473
Xelian,0.0019587867585176394,0.00048593537928561404,24,0,"heht, phoenix, yriel, craftworld, iyanden",0.6452478170394897
Asdrubael Vect,0.010156199999169762,0.0012404979573108993,24,0,"heht, phoenix, yriel, craftworld, iyanden",0.505760669708252
Agamon,0.0,0.00011411086186060554,7,5,"honfler, custodes, denial, magron, loyalists",0.6899946928024292
Koriel Zeth,0.0005678755772847456,0.0005488261135241217,7,6,"fulgrim, perturabo, dorn, m30, curze",0.4006740152835846
Melgator,0.0007862260305801951,0.00037288570846542136,7,9,"khan, huron, sabbat, telomane, sek",0.7219468951225281
Yelsic,2.8746288135544497e-07,0.00011694568052491962,7,5,"honfler, custodes, denial, magron, loyalists",0.6789464354515076
Stator,0.00014850599932363068,0.0001793403313090013,7,8,"honsou, meduson, clan, warsmith, cain",0.7046327590942383
Caturix,1.4373144067772248e-07,0.00012360236129879617,7,5,"honfler, custodes, denial, magron, loyalists",0.6747020483016968
Agamorr,0.0,5.7403167991312944e-05,25,9,"khan, huron, sabbat, telomane, sek",0.43719732761383057
Sebastian Thor,0.0005183684312365472,0.0012083258799500578,25,5,"honfler, custodes, denial, magron, loyalists",0.6079343557357788
Nekaybraianon,9.582096045181499e-08,0.000610074936768663,25,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.7152715921401978
Agapito Nev,7.59308519943928e-07,0.000195615115526332,22,5,"honfler, custodes, denial, magron, loyalists",0.7704509496688843
Branne Nev,0.00038295693283318147,0.00037188552336126873,22,6,"fulgrim, perturabo, dorn, m30, curze",0.650857150554657
Agentha,0.0,0.00010095275382870771,4,14,"sisters, sororitas, aleya, adepta, saint",0.4270174503326416
Rephial,0.00040008445020647826,0.00015358437881983532,4,11,"luther, astelan, lion, caliban, jonson",0.5480173230171204
Ezekiel (Captain),0.0,0.0012992157985754105,4,3,"rafen, arkio, baal, sanguinius, mephiston",
Agnes,0.0,8.377114215774922e-05,25,14,"sisters, sororitas, aleya, adepta, saint",0.6241225004196167
Decima (Sister of Battle),1.1212153763212375e-06,9.302131302809752e-05,25,14,"sisters, sororitas, aleya, adepta, saint",0.5331847071647644
Saint Katherine,0.002164604861700065,0.00033634798939011565,25,14,"sisters, sororitas, aleya, adepta, saint",0.5847957730293274
Agrippan,7.803636020976142e-06,8.145317846861994e-05,0,5,"honfler, custodes, denial, magron, loyalists",0.490613728761673
Severus Agemman,0.001360652759648354,0.0002195661878794821,0,7,"sicarius, titus, calgar, macragge, ventanus",0.6717523336410522
Cato Sicarius,0.03163677387092285,0.0014861693709360782,0,7,"sicarius, titus, calgar, macragge, ventanus",0.5384665131568909
The Undying,0.00030898462382196207,0.00011304871974172285,20,5,"honfler, custodes, denial, magron, loyalists",0.4400516748428345
Varro Tigurius,0.001652316803746937,0.0004056585128758646,0,7,"sicarius, titus, calgar, macragge, ventanus",0.4883079528808594
Agun Soric,0.0019789298344879158,0.0003161994830269598,3,1,"necromunda, helmawr, kal, gerontius, haera",0.4410836100578308
Bownome,0.0,0.0001470064554649536,3,15,"cain, cadian, armageddon, drinkers, yarrick",0.6050379872322083
Ozmac,0.0,0.0001470064554649536,3,1,"necromunda, helmawr, kal, gerontius, haera",0.7027863264083862
Bulwar,0.0008044423134284031,0.00012403594397124933,3,15,"cain, cadian, armageddon, drinkers, yarrick",0.6063804626464844
Macaroth,0.001563212266948646,0.003671643269535235,3,2,"templars, sigismund, sabbat, saint, creed",0.5584457516670227
Gol Kolea,0.0019795244296747718,0.0016664993185392942,3,15,"cain, cadian, armageddon, drinkers, yarrick",0.39151692390441895
Haller,3.865087897669399e-05,0.00021560158583109275,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.5768231153488159
Elim Rawne,0.0038189946056358796,0.0019250962113723606,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.4869728088378906
Tolin Dorden,0.002480091372265314,0.00108801077052784,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.4666885733604431
Colm Corbec,0.00920970264462083,0.002105973359623793,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.403735488653183
Ana Curth,0.0003988670638750924,0.00042613664851895786,3,13,"tanith, gaunt, sabbat, omnibus, vervunhive",0.48158779740333557
Agustius,6.691497071551748e-05,0.00023586547817921634,6,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.8018753528594971
Brutius Parthon,0.00020138371854956454,0.00032828056396769624,6,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.7473198771476746
Quirion Octavius,0.0005399191718258269,0.00044615143337915986,6,4,"eisenhorn, ravenor, quixos, inquisitors, pontius",0.6169242858886719
Ahmand,0.0,5.7403167991312944e-05,0,15,"cain, cadian, armageddon, drinkers, yarrick",0.4921730160713196
Alexis Polux,0.0005693091436868199,0.0005347478095375189,0,6,"fulgrim, perturabo, dorn, m30, curze",0.5250148773193359
Fafnir Rann,0.004501755046390444,0.0014362929957310977,2,6,"fulgrim, perturabo, dorn, m30, curze",0.5708778500556946
Ahzek Ahriman,0.021844732068195774,0.0025459604801135642,21,6,"fulgrim, perturabo, dorn, m30, curze",0.49126842617988586
Ohrmuzd Ahriman,0.0,0.0001158330959564165,21,6,"fulgrim, perturabo, dorn, m30, curze",0.49347221851348877
Erebus,0.01178541052200301,0.00498602518407147,17,6,"fulgrim, perturabo, dorn, m30, curze",0.5133699774742126
Lemuel Gaumon,0.002513908181440383,0.0009259916864468319,21,6,"fulgrim, perturabo, dorn, m30, curze",0.5473688244819641
Kallista Eris,0.0008530538301939353,0.0003005251210965541,21,14,"sisters, sororitas, aleya, adepta, saint",0.5021184086799622
Sobek,0.0,0.0001158330959564165,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.46685513854026794
Tolbek,0.00018829550820468404,0.00035221505786676153,21,8,"honsou, meduson, clan, warsmith, cain",0.5888980031013489
Lucius the Eternal,0.0023744226669718095,0.0007636314653068656,1,6,"fulgrim, perturabo, dorn, m30, curze",0.5830050110816956
Sanakht,0.0011154981997052464,0.0003707686960631561,21,6,"fulgrim, perturabo, dorn, m30, curze",0.6192578673362732
Ignis,0.0012015785610932411,0.0004469009166651561,21,6,"fulgrim, perturabo, dorn, m30, curze",0.4635986387729645
Menkaura,1.8261572646835543e-05,0.0003189835859486541,21,6,"fulgrim, perturabo, dorn, m30, curze",0.5875981450080872
Hathor Maat,0.00016748570547823634,0.0004874411605883849,21,6,"fulgrim, perturabo, dorn, m30, curze",0.48299336433410645
Shai-Tan,0.0,0.00011786677682115162,21,0,"heht, phoenix, yriel, craftworld, iyanden",
Perturabo,0.007384149246090892,0.005387602770417192,0,6,"fulgrim, perturabo, dorn, m30, curze",0.599668562412262
Mortarion,0.01452131294970737,0.005815576340409915,17,6,"fulgrim, perturabo, dorn, m30, curze",0.571250319480896
Naranbaatar,0.00013582466333085898,0.00045050785444613104,17,9,"khan, huron, sabbat, telomane, sek",0.48296284675598145
Amon,0.004596215832488409,0.0008806781781166532,21,6,"fulgrim, perturabo, dorn, m30, curze",0.519184947013855
Atrahasis,0.0002992942835473677,0.0003228613441570185,21,8,"honsou, meduson, clan, warsmith, cain",0.5115557909011841
Janus (Chaos Champion),0.0002784861960943321,0.0004316497798036297,21,10,"style, khan, sarro, salamanders, kor",0.5566124320030212
Bodvar Bjarki,0.002133683789403093,0.000601292784724477,21,12,"russ, ragnar, fenris, bjorn, grimnar",0.5502776503562927
Kyril Sindermann,0.004556408082308701,0.0016443084451745723,17,6,"fulgrim, perturabo, dorn, m30, curze",0.45999646186828613
Hellick Mauer,0.00043528690808540587,0.0005557613467395035,17,15,"cain, cadian, armageddon, drinkers, yarrick",0.41332706809043884
Gzrel,0.00010021409103715272,0.0002207336224949314,21,9,"khan, huron, sabbat, telomane, sek",0.5256730318069458
Mahavastu Kallimakus,5.0115288063684455e-05,0.00023821044257597935,21,2,"templars, sigismund, sabbat, saint, creed",0.4432278275489807
Maehekta,0.0,0.0001158330959564165,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.3477676510810852
Setekh (Phaeron),1.4690641074125984e-05,0.0002068816883983703,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.4069281220436096
Ctesias,0.0010600352242822052,0.0006425159696192608,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.41533443331718445
Helio Isidorus,3.823184179874531e-06,0.0002827793243896818,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.5521740913391113
Gaumata,0.0,0.0001158330959564165,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.548932671546936
Ephrael Stern,0.0014677091942735113,0.0005323032901852912,20,14,"sisters, sororitas, aleya, adepta, saint",0.4394921362400055
Yvraine,0.016465992367876995,0.0015460896500377704,24,0,"heht, phoenix, yriel, craftworld, iyanden",0.4181358516216278
Khethos Vorsch,0.00013252038830486012,0.00029585622548354475,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.4848633408546448
Iskandar Khayon,0.005965776976060121,0.0018862909680727848,17,6,"fulgrim, perturabo, dorn, m30, curze",0.5439290404319763
Phosis T'Kar,0.000826155179738574,0.000467787633547583,21,6,"fulgrim, perturabo, dorn, m30, curze",0.5320796370506287
The Vessel,0.0002649449556492684,0.0003671610421824889,21,0,"heht, phoenix, yriel, craftworld, iyanden",0.44283461570739746
Ainbataar Khan,0.0,8.010979748957259e-05,17,5,"honfler, custodes, denial, magron, loyalists",0.6897098422050476
Gahaki Khan,0.0,8.010979748957259e-05,17,5,"honfler, custodes, denial, magron, loyalists",0.6987702250480652
Ilya Ravallion,0.0002661651502654013,0.0006816840400221703,17,6,"fulgrim, perturabo, dorn, m30, curze",0.5004657506942749
